fragment_smiles,occurences,example_ligands
CC1(C)CNCCO1,6308,15:01500:0:Z4005513694;15:01500:0:Z4312523508;15:01500:1:Z3799670833;
Cc1cccc2ccnnc12,67,15:01500:0:Z3940303408;15:01501:0:Z3852696111;15:01502:5:Z3942357385;
FC1CCCCC1,9905,15:01500:0:Z3940303408;15:01500:0:Z3172872388;15:01500:0:Z2331587793;
CC1(C)Cc2cnc(Cl)nc2C1,32,15:01500:0:Z4876496586;15:01500:8:Z4876482743;15:01511:7:Z4491961367;
C1CC2CNCC2O1,3630,15:01500:0:Z5053823408;15:01500:0:Z4056240784;15:01500:0:Z3550875412;
C1OC2CC1C2,9506,15:01500:0:Z3496318577;15:01500:0:Z3642006827;15:01500:0:Z4935295761;
C1CSCCO1,801,15:01500:0:Z3855612272;15:01500:0:Z3855617441;15:01500:0:Z3855612268;
Cc1ccoc1,10398,15:01500:0:Z3057095310;15:01500:0:Z1733306237;15:01500:0:Z3134695299;
C1CCC2(CC2)NC1,2496,15:01500:0:Z3057095310;15:01500:0:Z3618697148;15:01500:3:Z3694497516;
Cc1ncco1,8118,15:01500:0:Z2100678641;15:01500:0:Z3856429003;15:01500:0:Z3389874874;
Cc1cccnc1,23572,15:01500:0:Z4349011136;15:01500:0:Z3205179389;15:01500:0:Z3627274399;
C1CCn2nnnc2C1,1254,15:01500:0:Z3860623826;15:01500:0:Z4455343930;15:01500:1:Z3380121871;
C1CC2COCC1N2,774,15:01500:0:Z2305236976;15:01500:0:Z2305822656;15:01500:1:Z2313497855;
C1CNCCOC1,13885,15:01500:0:Z929891788;15:01500:0:Z2480528548;15:01500:0:Z3648503638;
NC1CCCCC1,10805,15:01500:0:Z3701336310;15:01500:0:Z3814822744;15:01500:0:Z4064124283;
Cc1ccc(Cl)cc1C,620,15:01500:0:Z4026087697;15:01500:1:Z3347768880;15:01500:1:Z2351331190;
Nc1nc2ccccc2[nH]1,86,15:01500:0:Z4307987245;15:01500:2:Z4289858048;15:01500:7:Z4307635868;
CC1COC1,5296,15:01500:0:Z4307987245;15:01500:0:Z2980988210;15:01500:0:Z1189246513;
O=C1CCCCN1,20295,15:01500:0:Z4052752709;15:01500:0:Z4223712604;15:01500:0:Z3135524773;
CC1(C)CNc2cccnc21,145,15:01500:0:Z4132323827;15:01500:2:Z4051698905;15:01500:9:Z4051706777;
OC1CCC1,28246,15:01500:0:Z3199745319;15:01500:0:Z2775610998;15:01500:0:Z2333545759;
C1CCC2(CCC2)OC1,3147,15:01500:0:Z2962117581;15:01500:0:Z5045313667;15:01500:1:Z4213926366;
C1CC2CCOC2C1,3014,15:01500:0:Z2962117581;15:01500:0:Z3619560579;15:01500:0:Z4262494733;
CC1CCNCCO1,889,15:01500:0:Z2919484884;15:01500:1:Z2948261076;15:01500:2:Z2932307914;
Cc1cnc(C)s1,2952,15:01500:0:Z2298848836;15:01500:0:Z4249635823;15:01500:0:Z1497859204;
OC1CCCC1,20180,15:01500:0:Z2298848836;15:01500:0:Z3867958927;15:01500:0:Z3686322818;
CC1CCOCCN1,670,15:01500:0:Z1587561008;15:01500:2:Z2303040144;15:01500:2:Z3139424572;
Fc1ccccc1F,12525,15:01500:0:Z1587561008;15:01500:0:Z3993335291;15:01500:0:Z3516795740;
Cc1ccc2cc[nH]c(=O)c2c1,12,15:01500:0:Z3800227525;15:01516:5:Z3339904405;15:01522:2:Z3339904778;
CC1CCCNC1,19426,15:01500:0:Z2192190959;15:01500:0:Z4429661274;15:01500:0:Z2839241906;
CC1CNC1C,864,15:01500:0:Z3198941494;15:01500:0:Z2231953868;15:01500:0:Z3998030759;
Cc1ncc2n1CCCC2,701,15:01500:0:Z4329799283;15:01500:1:Z1325024743;15:01500:2:Z1722776676;
Cc1cc(C)on1,8553,15:01500:0:Z2118768271;15:01500:0:Z3378576385;15:01500:0:Z1117053070;
Cc1ccnc(C)n1,3390,15:01500:0:Z1608370488;15:01500:0:Z1669520005;15:01500:0:Z4200384374;
Cn1ccc(=O)cc1,430,15:01500:0:Z2949538134;15:01500:2:Z2958152451;15:01500:8:Z4260124557;
O=c1ccc2ccncc2[nH]1,104,15:01500:0:Z3870748441;15:01500:2:Z4629568046;15:01500:6:Z3559312814;
OC1C2CCCC1CC2,601,15:01500:0:Z3870748441;15:01500:0:Z4327049558;15:01500:2:Z3919378836;
FC1(F)CCCCC1,9669,15:01500:0:Z3627389788;15:01500:0:Z2292379579;15:01500:0:Z3786869461;
OC1CCCNC1,11144,15:01500:0:Z4231800821;15:01500:0:Z2718670488;15:01500:0:Z3176435133;
c1ccn2cncc2c1,2341,15:01500:0:Z4231800821;15:01500:1:Z2033247936;15:01500:1:Z2033254039;
O=c1cncc[nH]1,1247,15:01500:0:Z2911933109;15:01500:0:Z2648384807;15:01500:3:Z3339638284;
Cc1cocn1,8443,15:01500:0:Z2230383744;15:01500:0:Z4492705208;15:01500:0:Z2230121070;
Fc1cncc(F)c1,1624,15:01500:0:Z2230383744;15:01500:0:Z4035562931;15:01500:1:Z4231919073;
CC1NC(C)C(C)NC1=O,188,15:01500:0:Z4487864905;15:01500:3:Z2960616581;15:01500:9:Z2913122505;
CC1(C)CCCCC1O,475,15:01500:0:Z3622767026;15:01500:1:Z3562095819;15:01500:2:Z3522474621;
Cc1ccccn1,28567,15:01500:0:Z4540611124;15:01500:0:Z2870507766;15:01500:0:Z3408958614;
C1C2CC1C2,8918,15:01500:0:Z4540611124;15:01500:0:Z2543395417;15:01500:0:Z4096819857;
NC1CCC2CCNC12,260,15:01500:0:Z3870787521;15:01500:5:Z3889441806;15:01501:3:Z3889440887;
C1=NOC2CNCC12,377,15:01500:0:Z4448453670;15:01500:0:Z4194477416;15:01500:0:Z4194481859;
c1cc2occc2cn1,1349,15:01500:0:Z2191262390;15:01500:5:Z2977464401;15:01500:6:Z3000303356;
CC1CCCCN1C,2082,15:01500:0:Z1904755676;15:01500:1:Z1420202381;15:01500:2:Z2292195789;
Oc1cccnc1,4123,15:01500:0:Z3389874874;15:01500:0:Z1505522495;15:01500:0:Z2285135898;
OC1CC2(CCC2)C1,1287,15:01500:0:Z4224715809;15:01500:0:Z3700398364;15:01500:0:Z3700399776;
c1cnc2cncnc2c1,207,15:01500:0:Z3559662939;15:01500:4:Z3560446966;15:01500:9:Z3557964960;
Cn1ccncc1=O,1120,15:01500:0:Z1552140611;15:01500:1:Z1552159330;15:01500:2:Z3837794429;
OC1CNC1,10391,15:01500:0:Z3394201585;15:01500:0:Z4044747899;15:01500:0:Z3539704244;
Cn1ncc2c1CCC(F)C2,75,15:01500:0:Z3781526360;15:01500:0:Z3781519248;15:01502:9:Z3508306324;
OC1CNCC12CC2,713,15:01500:0:Z3679675491;15:01500:1:Z1750501656;15:01500:1:Z4392371778;
CC1NCC2CCCCC21,168,15:01500:0:Z4829539582;15:01500:7:Z4466658154;15:01500:7:Z4391244001;
c1ccnnc1,17943,15:01500:0:Z4313494379;15:01500:0:Z1520173546;15:01500:0:Z4644799252;
C1COC2(CCN1)CCSC2,242,15:01500:0:Z3910669736;15:01500:1:Z3797971017;15:01500:1:Z4233349059;
Cc1ccc2c(c1)NCC(C)O2,63,15:01500:0:Z4281609963;15:01500:2:Z2772158120;15:01500:7:Z4112460075;
FC1(F)C2CCCC21,4109,15:01500:0:Z3363607757;15:01500:0:Z3166744188;15:01500:0:Z4459054336;
CC1OC2CC1C2,1024,15:01500:0:Z4391218918;15:01500:0:Z4295428879;15:01500:0:Z4346351644;
CC1Cc2ccccc2C1,632,15:01500:0:Z3776926011;15:01500:0:Z2439067712;15:01500:3:Z2927122720;
CC1(C)COCCN1,2462,15:01500:0:Z3776926011;15:01500:0:Z4079896452;15:01500:0:Z3103335246;
CC1CCC(C)O1,2116,15:01500:0:Z2778903570;15:01500:0:Z3844896223;15:01500:0:Z3568395242;
C1CNC2COCC2C1,691,15:01500:0:Z2778903570;15:01500:0:Z4022210066;15:01500:0:Z3670305535;
Cc1ncno1,5333,15:01500:0:Z4028223161;15:01500:0:Z4288730554;15:01500:0:Z428003318;
CC1CCC1,15274,15:01500:0:Z2331253324;15:01500:0:Z1372298678;15:01500:0:Z3685666874;
c1nnc2n1CCCC2,3323,15:01500:0:Z4009867927;15:01500:0:Z3594114357;15:01500:1:Z3644925582;
Cc1cc(C)n2ncnc2n1,246,15:01500:0:Z1552958397;15:01500:0:Z4471036863;15:01501:9:Z1765603048;
Cn1nnc2ccccc21,1889,15:01500:0:Z3516447869;15:01500:0:Z3520809262;15:01500:0:Z3801823418;
O=S1(=O)CC2CC1C2,506,15:01500:0:Z4175200379;15:01500:2:Z4252876885;15:01500:3:Z4141546487;
Cc1cc[nH]n1,21001,15:01500:0:Z4570892215;15:01500:0:Z4172031661;15:01500:0:Z3390298445;
C1CC2(C1)CCC2,13530,15:01500:0:Z4022342733;15:01500:0:Z4021373162;15:01500:0:Z4469585074;
C1NC2CC1C2,9177,15:01500:0:Z2596238705;15:01500:0:Z4172031661;15:01500:0:Z4494053803;
c1cnc2[nH]ccc2c1,2969,15:01500:0:Z3526375125;15:01500:0:Z2710319470;15:01500:0:Z3103261404;
C1CC2CC1CO2,5445,15:01500:0:Z4169120945;15:01500:0:Z3583313811;15:01500:0:Z4272194096;
CC12CC(C1)C2,1427,15:01500:0:Z3618706920;15:01500:0:Z3370910428;15:01500:0:Z3997452007;
C1COCCO1,9882,15:01500:0:Z3407425688;15:01500:0:Z4346996143;15:01500:0:Z4346090585;
c1nc2c(s1)CCCC2,2732,15:01500:0:Z3352684096;15:01500:0:Z1280695090;15:01500:0:Z1724493949;
Fc1ccc2c(c1)CC2,352,15:01500:0:Z4219459642;15:01500:0:Z1950499888;15:01500:8:Z4055518508;
CN1CCC(O)C1,2223,15:01500:0:Z3587164531;15:01500:0:Z4490268630;15:01500:0:Z3080315381;
Cc1cc(O)ncn1,666,15:01500:0:Z3686322818;15:01500:0:Z1425996864;15:01500:2:Z3077582733;
CC1CNC(C)C(C)O1,388,15:01500:0:Z2775610998;15:01500:0:Z1781266252;15:01500:0:Z2363658872;
CC1(C)CCCN1,9736,15:01500:0:Z4205338366;15:01500:0:Z3800091149;15:01500:0:Z3829521239;
CC1(C)C(O)C2CCCNC21,198,15:01500:0:Z4205338366;15:01500:2:Z2844907721;15:01500:5:Z4251605083;
Cc1nncs1,7270,15:01500:0:Z4906164940;15:01500:0:Z1675960231;15:01500:0:Z1583691983;
NC1CC2CCC1CC2,324,15:01500:0:Z4906164940;15:01500:3:Z4906164849;15:01500:4:Z3103497733;
Cc1nc2c(s1)CCCC2,853,15:01500:0:Z2774366966;15:01500:0:Z3352513858;15:01500:3:Z2072514616;
c1[nH]nc2c1NCCC2,413,15:01500:0:Z2916689617;15:01500:2:Z2840884390;15:01500:2:Z1928108538;
CC1(C)CNCCOC1,542,15:01500:0:Z3057176993;15:01500:0:Z3345498542;15:01500:1:Z3102845766;
CC1CCNC(C)C1,1029,15:01500:0:Z2369563642;15:01500:0:Z3792727332;15:01500:0:Z4578323291;
CC1COc2ccccc2N1,109,15:01500:0:Z2672376889;15:01500:0:Z1603205204;15:01500:7:Z4250056069;
Cc1ccnn1C,10015,15:01500:0:Z2957161904;15:01500:0:Z3844230909;15:01500:0:Z3844253237;
Cc1ccoc1C,787,15:01500:0:Z3172385770;15:01500:4:Z5052686541;15:01500:5:Z4426122079;
Cc1ncn[nH]1,3529,15:01500:0:Z2230363148;15:01500:0:Z2330851400;15:01500:0:Z3619095029;
C1=NOCC1,7638,15:01500:0:Z4050383492;15:01500:0:Z3509176449;15:01500:0:Z4107611884;
FC=C1CCOCC1,401,15:01500:0:Z4877126790;15:01500:0:Z4877142360;15:01500:0:Z4876620212;
OC1CCCC1O,920,15:01500:0:Z3803247494;15:01500:0:Z3803248441;15:01500:1:Z3367468703;
c1cn2c(n1)CCCCC2,665,15:01500:0:Z3803247494;15:01500:0:Z3803248441;15:01500:5:Z4324699172;
c1cn2c(n1)CNCC2,491,15:01500:0:Z4294893534;15:01500:6:Z4291994848;15:01500:8:Z3699277034;
c1ccc2scnc2c1,6410,15:01500:0:Z1241722452;15:01500:0:Z3639609390;15:01500:0:Z2974190908;
Cc1noc2ccccc12,384,15:01500:0:Z2882604290;15:01500:0:Z4328736118;15:01500:2:Z4314662416;
CC1CC(F)(F)C1,2157,15:01500:0:Z2849729291;15:01500:0:Z3053810760;15:01500:1:Z4236358626;
OC1C2CCC1CNC2,458,15:01500:0:Z3487841581;15:01500:9:Z3680556443;15:01500:9:Z3707169208;
OC1CCNCC1,12002,15:01500:0:Z3373094650;15:01500:0:Z2971319270;15:01500:0:Z3204889900;
Cc1ccsn1,6251,15:01500:0:Z3509176449;15:01500:0:Z4387148477;15:01500:0:Z1918998256;
Cc1cnco1,9656,15:01500:0:Z4591259917;15:01500:0:Z2873963410;15:01500:0:Z3565468456;
CC1NCCC1(C)C,459,15:01500:0:Z4591259917;15:01500:0:Z3097941664;15:01500:3:Z3672784022;
CC1CCC(=O)N(C)C1,437,15:01500:0:Z4771542826;15:01501:3:Z4254077952;15:01501:6:Z4254055729;
C1CCCNCCC1,1937,15:01500:0:Z3836766347;15:01500:0:Z3510610731;15:01500:1:Z4765669269;
CC1CCCCN1,16257,15:01500:0:Z2859489399;15:01500:0:Z2963260306;15:01500:0:Z3620903191;
CC1(C)CCC1,13317,15:01500:0:Z3496050981;15:01500:0:Z2335380397;15:01500:0:Z1918837723;
C1CSCCN1,11305,15:01500:0:Z2483313970;15:01500:0:Z4203846587;15:01500:0:Z4490153219;
c1nnc2n1CCCCC2,922,15:01500:0:Z2483313970;15:01500:0:Z3638414332;15:01500:1:Z3179589277;
NC1CNCC12CC2,484,15:01500:0:Z2452975331;15:01500:2:Z2452971315;15:01500:4:Z2446408864;
CC1CCC(O)CN1,3181,15:01500:0:Z4265438611;15:01500:0:Z4265438270;15:01500:0:Z4266939826;
Clc1ccsn1,837,15:01500:0:Z4091137762;15:01500:1:Z3585660412;15:01500:2:Z3741245314;
Cc1ccc2cc[nH]c2c1,634,15:01500:0:Z1987530159;15:01500:0:Z909313136;15:01500:0:Z301217424;
C1=CCNC1,759,15:01500:0:Z2331587793;15:01500:4:Z1626786129;15:01500:8:Z4248894499;
CN1CCNCC1,11335,15:01500:0:Z2354211379;15:01500:0:Z4579872661;15:01500:0:Z4643911818;
Cc1cc2[nH]ccc2s1,243,15:01500:0:Z4056240784;15:01500:3:Z3296639017;15:01501:1:Z3297257283;
O=c1[nH]cn[nH]1,2255,15:01500:0:Z1979757382;15:01500:0:Z1991208803;15:01500:0:Z1908338853;
OC1CCCCC1O,658,15:01500:0:Z3205179389;15:01500:3:Z3205181747;15:01500:5:Z4456337930;
C1CC2CNCC12,8402,15:01500:0:Z4352781459;15:01500:0:Z3346722842;15:01500:0:Z3574824824;
OC1CNCCc2ccccc21,130,15:01500:0:Z3867762131;15:01500:6:Z3821790261;15:01501:2:Z3867761555;
OC1CNCC(F)C1,1366,15:01500:0:Z4615371441;15:01500:0:Z2629164178;15:01500:0:Z4609273590;
Cc1ncc(C)c(C)n1,265,15:01500:0:Z1465250072;15:01500:4:Z3393503449;15:01500:6:Z3078275090;
c1ccc2[nH]ccc2c1,10929,15:01500:0:Z1465250072;15:01500:0:Z2362244522;15:01500:0:Z2964448754;
Cc1cncc(F)c1,900,15:01500:0:Z3798333106;15:01500:1:Z4871581087;15:01500:6:Z4935227034;
C1CC2CCNCC2CN1,240,15:01500:0:Z3798333106;15:01500:2:Z3365505629;15:01500:3:Z3364215169;
C1CC2(C1)CCNCC2,2770,15:01500:0:Z2603768993;15:01500:0:Z2603700449;15:01500:0:Z2760844112;
Cc1cnoc1C,489,15:01500:0:Z2275336725;15:01500:0:Z2624153776;15:01500:2:Z3944870740;
c1ccc2c(c1)CCCCO2,645,15:01500:0:Z3362875567;15:01500:2:Z3361219981;15:01500:2:Z3531234573;
Fc1ccc2c(c1)CCCN2,257,15:01500:0:Z1236242616;15:01500:1:Z4204297347;15:01500:5:Z4129165079;
NC1C2CCCCNC12,226,15:01500:0:Z4315470647;15:01500:1:Z3141623201;15:01500:3:Z3141626683;
Clc1ccco1,3936,15:01500:0:Z1874954378;15:01500:0:Z3535496746;15:01500:0:Z2878739513;
Cc1ncnn1C,728,15:01500:0:Z2229680487;15:01500:0:Z2229675179;15:01500:0:Z4469470695;
Clc1ccncn1,2262,15:01500:0:Z2611739959;15:01500:0:Z1558802174;15:01500:0:Z4228242323;
Cc1csnn1,3306,15:01500:0:Z4191970776;15:01500:0:Z3618477835;15:01500:0:Z2839242926;
C1CC2OCCC2O1,628,15:01500:0:Z3997323529;15:01500:0:Z3842073316;15:01500:0:Z3819721691;
c1ncc2sccc2n1,714,15:01500:0:Z2217438728;15:01500:0:Z4168396475;15:01500:1:Z3597886835;
CC1CC1F,1709,15:01500:0:Z2795198596;15:01500:0:Z3656814049;15:01500:0:Z3865312276;
Clc1ccc2c(c1)CCO2,1476,15:01500:0:Z1670146434;15:01500:0:Z1696340657;15:01500:1:Z1252061485;
C1CC2(C1)CCN2,2831,15:01500:0:Z2271980557;15:01500:0:Z4113987500;15:01500:1:Z4410409202;
Cn1ccn(C)c1=O,418,15:01500:0:Z3552814668;15:01500:4:Z2875085295;15:01500:5:Z2892392044;
Cc1ccn[nH]1,19192,15:01500:0:Z4461207567;15:01500:0:Z3627274399;15:01500:0:Z3231979764;
Cc1cnon1,2978,15:01500:0:Z1299543008;15:01500:0:Z2639177389;15:01500:0:Z2142653633;
c1nc2nc3c(cn2n1)CCC3,77,15:01500:0:Z2769993240;15:01502:3:Z2769316377;15:01504:0:Z4109470901;
C1CNCC2(C1)CC2,1807,15:01500:0:Z2503838390;15:01500:0:Z4967341266;15:01500:1:Z2480775673;
C1CCCSCC1,1454,15:01500:0:Z3590251650;15:01500:1:Z3683822751;15:01500:2:Z3139424572;
CC1CSCCCN1,505,15:01500:0:Z2965552089;15:01500:0:Z4150032997;15:01500:2:Z4304532189;
c1nnco1,23956,15:01500:0:Z4471028574;15:01500:0:Z2543395417;15:01500:0:Z3774101952;
CC1CNCCOC1,1338,15:01500:0:Z3844995325;15:01500:0:Z4194403948;15:01500:0:Z3997452007;
C1CC2(CC2)CO1,4389,15:01500:0:Z3844995325;15:01500:0:Z3818436347;15:01500:0:Z3693820781;
O=C1CC2CCCCC2N1,326,15:01500:0:Z2966660766;15:01500:1:Z2966659831;15:01500:7:Z4733777393;
c1ncc2c(n1)CNC2,465,15:01500:0:Z4961260027;15:01500:0:Z4394365855;15:01500:1:Z4205801415;
O=c1cccn[nH]1,3438,15:01500:0:Z2873963410;15:01500:0:Z2613953489;15:01500:0:Z4226323303;
Nc1nccs1,2749,15:01500:0:Z3521339688;15:01500:0:Z3521359004;15:01500:0:Z3136788706;
Cc1cc(C)[nH]n1,12104,15:01500:0:Z2335380397;15:01500:0:Z1958724990;15:01500:0:Z1771093227;
OC1CCC(F)(F)C1,132,15:01500:0:Z4346183900;15:01500:6:Z4346235398;15:01501:2:Z4345639433;
O=C1CCC2CCNC1C2,329,15:01500:0:Z3057264880;15:01500:7:Z3057264562;15:01500:9:Z3057263917;
Oc1ccccn1,4733,15:01500:0:Z2792135564;15:01500:0:Z3898863538;15:01500:0:Z4516790133;
Cc1cnn2cccnc12,464,15:01500:0:Z3324090985;15:01500:2:Z3830258533;15:01500:2:Z3830258471;
FC1(F)CCC2CC21,1750,15:01500:0:Z3912528783;15:01500:0:Z4017635086;15:01500:0:Z3874739562;
c1cnc2cc[nH]c2c1,1438,15:01500:0:Z3912528783;15:01500:0:Z2658244796;15:01500:0:Z3699916959;
c1cnn2nccc2c1,984,15:01500:0:Z1695780269;15:01500:2:Z3509243422;15:01500:3:Z3534012086;
CC1CC(F)C1,1211,15:01500:0:Z3359952531;15:01500:0:Z3603239817;15:01500:1:Z3442449063;
Cn1ccc(O)n1,528,15:01500:0:Z3545175923;15:01500:1:Z4352848060;15:01501:0:Z3534652339;
CC1(F)CCC1,3722,15:01500:0:Z4579872661;15:01500:0:Z4536726199;15:01500:0:Z3577069631;
CN1CCCCC1=O,4402,15:01500:0:Z4241999326;15:01500:0:Z3640102528;15:01500:0:Z1335720084;
CC1(C)COCCO1,4347,15:01500:0:Z3053931455;15:01500:0:Z5053169951;15:01500:0:Z4391991162;
OC1CCC2CNCC12,548,15:01500:0:Z3053931455;15:01501:4:Z4350508928;15:01501:4:Z3365752177;
CC1CCN1,4875,15:01500:0:Z3712873718;15:01500:0:Z4295446167;15:01500:0:Z4562759637;
O=C1CNCCCN1,2591,15:01500:0:Z3516897404;15:01500:0:Z3055260715;15:01500:1:Z2826126950;
Cc1nc2ccccc2n1C,318,15:01500:0:Z1952241976;15:01500:1:Z2173442304;15:01500:9:Z1961189191;
CC1CC(O)CC(C)N1,112,15:01500:0:Z4194141632;15:01500:0:Z4030356935;15:01501:0:Z4250844942;
NC12CCCC1(F)CNC2,181,15:01500:0:Z4449109598;15:01500:0:Z4449737982;15:01500:7:Z4449106784;
Cn1cnccc1=O,1256,15:01500:0:Z2506309382;15:01500:0:Z2506051786;15:01500:0:Z4330861030;
CN1CCCNC1=O,143,15:01500:0:Z3166585185;15:01501:6:Z1779130764;15:01502:0:Z3166584060;
C1CC2CNCCN2C1,854,15:01500:0:Z3530729078;15:01500:3:Z3048604992;15:01500:3:Z4116057310;
c1ccn2ccnc2c1,5958,15:01500:0:Z3530729078;15:01500:0:Z1956909053;15:01500:0:Z952547282;
C1CSCN1,5040,15:01500:0:Z4395127475;15:01500:0:Z4241678905;15:01500:0:Z2453521644;
c1nn[nH]n1,21732,15:01500:0:Z4395127475;15:01500:0:Z4913678105;15:01500:0:Z4668023825;
C1CCC2(C1)CC2,5997,15:01500:0:Z4250427891;15:01500:0:Z4879716636;15:01500:1:Z3144512437;
c1onc2c1CNCC2,593,15:01500:0:Z5004778657;15:01500:1:Z2691799507;15:01500:1:Z5004727175;
C1CCSC1,15637,15:01500:0:Z2719030287;15:01500:0:Z2229188136;15:01500:0:Z2500001931;
Cn1ncc2c1CNC2,476,15:01500:0:Z4214704421;15:01500:0:Z3393088017;15:01500:2:Z3651383870;
NC12CCC(C1)OC2,322,15:01500:0:Z4214704421;15:01500:0:Z4210776057;15:01500:4:Z3634801423;
Fc1cccc(F)c1,23961,15:01500:0:Z3814822744;15:01500:0:Z4264181319;15:01500:0:Z4570786026;
C1CCC2CC2C1,7973,15:01500:0:Z3361745000;15:01500:0:Z4009797782;15:01500:0:Z3550875412;
Cc1ncccn1,8317,15:01500:0:Z1991208803;15:01500:0:Z3077749583;15:01500:0:Z3077728582;
CC1(N)CCNCC1,461,15:01500:0:Z3510525794;15:01500:1:Z5004351690;15:01500:2:Z4079207992;
NC12CNCC1C2,448,15:01500:0:Z3498481910;15:01500:5:Z4055400453;15:01500:5:Z3384651721;
FC1(F)CCOCC1,2223,15:01500:0:Z3843362777;15:01500:0:Z4570854468;15:01500:0:Z3923483501;
FC1(F)CCCOC1,1609,15:01500:0:Z2980988210;15:01500:1:Z3179949116;15:01500:1:Z3179949146;
Cc1cccc2cn[nH]c12,131,15:01500:0:Z3645203000;15:01501:9:Z3669479378;15:01502:1:Z3671302223;
Cn1cc(Cl)cn1,6123,15:01500:0:Z275134072;15:01500:0:Z3621434108;15:01500:0:Z2637566716;
CC1(C)CNC1,5070,15:01500:0:Z4008887132;15:01500:0:Z1347934807;15:01500:0:Z1918998256;
CC1OCCO1,2531,15:01500:0:Z4264181319;15:01500:0:Z4315696428;15:01500:0:Z3076355908;
O=c1[nH]nc2n1CCCCC2,134,15:01500:0:Z436981758;15:01501:4:Z1428216256;15:01502:1:Z4595399197;
C1CNCCSC1,1929,15:01500:0:Z436981758;15:01500:0:Z3202628581;15:01500:0:Z3618196972;
Cc1cccn1C,2244,15:01500:0:Z2871063470;15:01500:0:Z2854764258;15:01500:1:Z2313497855;
c1cc2c(cn1)CCC2,1474,15:01500:0:Z2884015299;15:01500:0:Z3590131159;15:01500:1:Z3620166424;
CC1COCCN1,7969,15:01500:0:Z3613051050;15:01500:0:Z4241730741;15:01500:0:Z3200477853;
C1CCC2(CC1)CCC2,3622,15:01500:0:Z3350494174;15:01500:0:Z1829242881;15:01500:0:Z3582896860;
OC1CNCC2(CC2)C1,554,15:01500:0:Z3871744357;15:01500:2:Z3639422516;15:01500:2:Z3520463441;
c1ncc2nc[nH]c2n1,1401,15:01500:0:Z2212437439;15:01500:0:Z2212407939;15:01500:2:Z4769667346;
c1ccn2nccc2c1,4134,15:01500:0:Z4107611884;15:01500:0:Z3697333692;15:01500:0:Z4216236461;
Clc1cccc2c1CCN2,291,15:01500:0:Z1400461096;15:01500:1:Z1883018948;15:01501:5:Z1639274055;
C1COCOC1,4205,15:01500:0:Z1952015446;15:01500:0:Z5044096834;15:01500:0:Z4100760187;
Clc1ccsc1,6852,15:01500:0:Z4003298566;15:01500:0:Z3619331090;15:01500:0:Z4519451791;
O=S1CCNCC1,1402,15:01500:0:Z4570786026;15:01500:0:Z4484604619;15:01500:0:Z4488596091;
Fc1cccc2cncnc12,218,15:01500:0:Z1873941294;15:01500:3:Z1989788077;15:01500:8:Z1989809890;
c1nc2c(s1)CCC2,2144,15:01500:0:Z1551095908;15:01500:0:Z2619313611;15:01500:1:Z109958036;
CC12CCC(CC1)OC2,438,15:01500:0:Z3408958614;15:01501:0:Z3494511995;15:01501:0:Z3584008504;
O=S1(=O)CCCNCC1,793,15:01500:0:Z1176706613;15:01500:1:Z1175211227;15:01500:3:Z2478945434;
Cn1nccc1N,959,15:01500:0:Z2283987653;15:01500:0:Z1673834442;15:01500:0:Z1671971313;
c1cnc2[nH]cnc2c1,1348,15:01500:0:Z1672376823;15:01500:1:Z3382507872;15:01500:1:Z1601823745;
Cc1cn2ccsc2n1,915,15:01500:0:Z1952361169;15:01500:4:Z1489953016;15:01500:5:Z2714762021;
FC1(F)CCC2(CCN2)CC1,146,15:01500:0:Z4278116181;15:01501:0:Z3657650587;15:01502:9:Z4295472817;
Cc1ncc[nH]1,8248,15:01500:0:Z4105993352;15:01500:0:Z2017321470;15:01500:0:Z4241678905;
CC1CNCCNC1,507,15:01500:0:Z4105993352;15:01500:1:Z4266272239;15:01500:2:Z3312350570;
CN1CCCC2(CCNC2)C1=O,128,15:01500:0:Z1771093227;15:01500:8:Z2225094888;15:01500:9:Z3084073026;
c1cn2ccsc2n1,4035,15:01500:0:Z1727125802;15:01500:0:Z3503355011;15:01500:0:Z1369341190;
CC1CNC1,12855,15:01500:0:Z3997187076;15:01500:0:Z3491586518;15:01500:0:Z3911053621;
C1CSCCS1,2338,15:01500:0:Z3381395784;15:01500:0:Z3584641828;15:01500:0:Z1355828529;
c1ccc2c(c1)CNCCS2,224,15:01500:0:Z1447395267;15:01500:3:Z2957738210;15:01501:1:Z5000693237;
OC1CCNC12CCCCC2,169,15:01500:0:Z3358519840;15:01500:5:Z2779325526;15:01500:8:Z2644805480;
Cc1cnc2c(c1)NCCO2,114,15:01500:0:Z1884045397;15:01500:0:Z1884026548;15:01500:0:Z1884033670;
Cc1cccnc1C,1027,15:01500:0:Z2912127526;15:01500:3:Z1443056987;15:01500:3:Z2360758264;
c1cnc2cnccc2c1,1060,15:01500:0:Z3830898521;15:01500:0:Z2861099718;15:01500:0:Z4223344150;
Cn1ncc2c(=O)[nH]cnc21,468,15:01500:0:Z4537114696;15:01500:1:Z153978250;15:01500:3:Z3561760208;
C1CNC2(CCOC2)CN1,147,15:01500:0:Z3619401151;15:01500:2:Z4271275862;15:01500:3:Z3519763959;
CN1CC2CNCC2C1,511,15:01500:0:Z1265342387;15:01500:0:Z2209744906;15:01500:2:Z4574253870;
FC1CCC2CC12,393,15:01500:0:Z4396071381;15:01500:7:Z4379818759;15:01500:7:Z4404280069;
